afg_dist,wheat_local_price_cr_median,wheat_imported_price_cr_median,local_rice_price_cr_median,veg_oil_price_cr_median,pulses_lentils_price_cr_median,pulses_beans_price_cr_median,pulses_split_peas_price_cr_median,salt_price_cr_median,sugar_price_cr_median,tomatoes_price_cr_median,potatoes_price_cr_median,onions_price_cr_median,eggs_price_cr_median,cotton_cloth_price_cr_median,toothbrush_adult_price_cr_median,toothpaste_price_cr_median,sanitary_pad_price_cr_median,washing_detergent_price_cr_median,soap_price_cr_median,bleach_price_cr_median,safe_water_price_cr_median,safe_water_price_20L_cr_median,firewood_price_cr_median,kindling_price_cr_median,cooking_fuel_price_cr_median,pulses_merged_price_final_cr_median
balkh,28,45,40,84,NA,120,NA,10,55,NA,20,15,NA,NA,20,40,50,35,15,NA,NA,NA,NA,NA,NA,120
bamyan,32,34,60,95,55,110,53,20,55,20,20,18,6,97,30,35,40,55,30,60,20,800,11.5,17,55,53
barakibarak,31.8,33.6,90,92,60,109.285714285714,70,22.5,50,7.14285714285714,22.8571428571429,7.14285714285714,8,145,20,40,50,53.5,35,80,20,800,11.5,12.7857142857143,50,60
batikot,32.5,35,42.9285714285714,92.5,46,109,47.5,10,49.2857142857143,10,25,8.57142857142857,7,NA,11,25,NA,27.5,21.5,50,20,800,8.21428571428571,NA,52,46
bazarak,34,36,50,100,70,121,85,11,54,11,23.6428571428571,14,7,80,20,30,60,60,30,80,7,140,14,14,60,70
chahar_asyab,32,33,42,93.5,60,110,54,13.5,50,15,25,19,8,NA,10,20,100,60,20,50,20,400,13.5,NA,55,54
chamkani,34,35.9,76.5,88,64.2857142857143,85.7142857142857,67.1428571428571,6.66666666666667,50,14.2857142857143,20,12.1428571428571,7.04166666666667,115,26.6666666666667,95,80,45,40,75,18.3333333333333,61.1111111111111,8.57142857142857,35,65,64.2857142857143
charikar,30,32.5,41,99,55,100,60,18.5,53,12,19,NA,7,115,25,45,50,50,20,50,20,800,NA,12,NA,52.5
charkent,NA,33.5,52.5,90,NA,109,NA,7,52,NA,20.7142857142857,NA,NA,NA,20,30,NA,42.5,20,NA,NA,NA,NA,NA,NA,109
dand_wa_patan,31.6,35.1,75,95.3125,62.8571428571429,76.4285714285714,61.4285714285714,8,52.1428571428571,13.5714285714286,20,13.5714285714286,7,40,30,110,80,50,50,120,19.1666666666667,63.8888888888889,9.28571428571429,10,55,60
dara_e_suf_e_bala,30,35,45,82.5,60,110,40,10,49,15,17.5,15,7,50,20,50,30,60,20,70,6.625,101.625,5.71428571428571,7.14285714285714,50,40
dasht_e_qala,28.7142857142857,40.7142857142857,38.5714285714286,89,40,110.714285714286,42.8571428571429,10,51.7142857142857,12.8571428571429,22.1428571428571,11.4285714285714,7.8125,NA,10,15,55,80,20,70,10,200,NA,NA,62.5,42.8571428571429
deh_sabz,31,34,40,95,65,115,80,18,55,10,20,10,7,95,25,30,47.5,50,30,60,20,800,NA,NA,52,65
emam_saheb,30,35,31.4285714285714,95,60,90,60,32.5,50,30,17.1428571428571,17.1428571428571,8,120,40,60,50,55,27.5,70,10,19.2857142857143,11.4285714285714,11.4285714285714,60,60
farah,28,34,67,87.75,70,119,47.5,10,49,15,20,10,7,125,30,54,40,30,25,37.5,10,200,15,20,50,47.5
farkhar,31.4285714285714,40,42.8571428571429,95,70,100,50,5,50,10,15,12.8571428571429,9,120,20.8333333333333,30,45,80,30,60,20,600,NA,NA,60,100
farza,31.5,33,42,96,70,120,80,18,53,10,19.5,14,7,75,20,40,52.5,60,30,55,18,720,13,NA,60,70
fayzabad,32,36.5,48,90,60,100,58.5,24,60,18,19,16.5,10,50,40,50,50,50,25,65,10,400,12,11.4285714285714,70,60
feroz_koh,28,37,60,94.5,70,130,42.5,10,50,40,25,20,8,160,30,40,40,60,30,60,10,200,15,25,50,45
gardez,32.4,35,50,90,67.1428571428571,100,70,10,50,25,20,15,6.66666666666667,37.5,30,70,55,50,40,58.3333333333333,16.6666666666667,61.1111111111111,13.3928571428571,11.4285714285714,54,61.4285714285714
ghazni,30,33,54,100,60,100,43,10,50,15,23.5,14.5,6.5,120,25,45,50,40,20,60,4.21052631578947,4.43213296398892,14.5,14.5,55,43
ghormach,26.5,34,50,90,40,115,45,10,52.5,19.5,15.5,17.5,5.41666666666667,67.5,15,27.5,26,45,20,50,6.66666666666667,88.8888888888889,12.8571428571429,18,53,40
ghoryan,27,36,80,82.5,50,120,72.5,10,50,10,16,10,6,125,25,35,32.5,30,20,27.5,10,33.3333333333333,7.75,7.125,50,50
gosfandi,25,37,45,90,60,120,50,10,50,15,15,18,8,240,20,40,25,50,20,60,8,160,7,7,60,50
guldara,31,34.5,45,98,60.5,125,70,15,55,11.5,17,15,7,NA,20,45,50,60,30,60,16,640,NA,NA,55,70
gurbuz,33,34,39,95,70,120,90,12,51,21,30,16,8,110,20,30,52.5,30,27.5,50,20,400,12.2857142857143,15,55,70
guzara,28.5,35,70,85,47.5,120,40,9,50,10,15,10,6.5,120,20,32.5,35,42.5,20,44,12.5,250,9,6.5,49,40
hazrat_e_sultan,28,32.5,47,90,65,115,55,15,52.5,15,22.5,16.5,8.5,117.5,17.5,30,35,20,30,80,10,200,12.5,14,55,50
hes_e_awal,35,35,51,105,47.5,121,45,16.5,60,11,14,15,8,85,20,52.5,50,57.5,30,60,NA,NA,20,25,60,45
hirat,27.1458333333333,33.5,65,89,50,110,65,10,50,15,15,14,6.41666666666667,50,20,30,30,40,25,40,7.5,80,16.125,15,50,50
hisa_e_awal_e_kohestan,31,33.5,38.5,97.5,52.5,102.5,80,20,50.5,10,20,10,6,70,22.5,32.5,50,50,27.5,57.5,17,680,14,14,55,52.5
hisa_e_duwum_e_kohestan,31,33,41,98,60,100,79,17.5,50,10,20,10,6.5,70,25,30,50,50,30,55,14,560,14,14,55,60
injil,29,35,67.5,90.5,47.5,112.5,40,10,52.5,10,15,10,6,120,15,27.5,30,47.5,20,37.5,15,300,8.875,8.5,50,40
jabalussaraj,31,33,42,90,60,110,80,15,50,10,20.5,10.5,6,67.5,20,20,52.5,50,25,60,12,480,NA,NA,55,60
jaghuri,33,35,50,90,80,89.5,80,10,54,20,17,14,7,80,20,30,NA,35,30,50,16,640,16,14,55,80
jalalabad,33.3333333333333,33.8,40,90,50,107.5,45,15,50,11.4285714285714,24.2857142857143,9.64285714285714,6.33333333333333,100,17.0833333333333,30,49,50,20,49,10.1666666666667,111.111111111111,10,11.4285714285714,55,43.9285714285714
jawand,34,36,96,110,60,150,45,10,60,35,25,25,10,135,30,30,55,50,25,40,13.3333333333333,177.777777777778,8.75,8.75,50,45
jorm,30,45,50,100,NA,80,40,22,50,NA,12,15,9,NA,NA,NA,NA,NA,25,80,NA,NA,NA,NA,NA,40
kabul,32,33,44,95,78,110,80,15,50,14.6428571428571,23.5,17,6.5,100,25,50,50,45,20,50,16,320,12.8571428571429,12.8571428571429,55,78
kalakan,32,34.5,41.5,98,70,117.5,85,20,55,15,20,13,7,NA,25,50,50,55,20,50,20,800,NA,NA,57.5,70
kandahar,32,40,78,90,70,120,75,8,50,20,20,20,6,60,15,25,30,50,20,45,16,640,12,12,51,67.5
karukh,28,35.5,82.5,90,50,100,50,10,50,10,19.375,15,7,92.5,17.5,30,37.5,50,20,45,14.1666666666667,238.888888888889,10,8.64285714285714,44.5,42.5
khak_e_jabbar,32,34,45,100,75,120,80,20,55,15,25,10,7,75,22,30,50,50,30,70,20,800,NA,NA,55,80
khash,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,50,25,NA,30,50,NA,NA,NA,NA,NA,NA
khoshi,33.4,33,90,85,130,85,60,16.6666666666667,55,15,25,15,7,125,15,65,14.5,50,25,61.6666666666667,NA,NA,12.0535714285714,11.4285714285714,55,60
khwaja_ghar,29,45,40,90,NA,120,30,20,60,NA,NA,NA,6.66666666666667,NA,20,25,10,60,20,80,NA,NA,NA,NA,NA,30
kunduz,30,36,42.5,93.8333333333333,70,100,40,15,50,22.5,21.0714285714286,20,8,60,25,25,50,50,20,65,4.44444444444444,4.9382716049382704,11.4285714285714,11.4285714285714,58,40
kushk,28,35,75,95,47.5,110,37.5,10,50,10,16,12.5,7,120,18.3333333333333,32.5,47.5,44.5,25,40,6.66666666666667,14.8148148148148,10,9.28571428571429,45,37.5
kuz_kunar,32.3958333333333,33.7,42.8571428571429,91,42.8571428571429,112.857142857143,48.5714285714286,20,50,10,25.7142857142857,10,7,NA,20,30,NA,50,27.5,50,20,800,8.57142857142857,NA,52,42.8571428571429
lal_wa_sarjangal,29,37.75,90,105,60,120,40,18,60,40,25,25,8,140,55,72.5,20,60,30,80,15,300,18,20.5,55,40
lashkargah,31,33,55,88,41,128,48,6,48,7,18,7,6,140,29,30,40,27,22,49,17,340,8,8.5,45,41
mahmud_e_raqi,31,33,40,90,62,100,75,16,50,10,20,11,6,70,20,27.5,50,50,20,52.5,16,640,14,17,55,62
malestan,34,47.5,52.5,90,29.5,85.5,47.5,15,55,30,20,20,7,70,12.5,20,30,40,20,60,10,200,16,20,57,29.5
mandozayi,33.5,35,45,90,80,110,74.5,10,50,20,25,15,6,147.5,42.5,57.5,54,41.5,50,71.6666666666667,20,800,14.7142857142857,16.8571428571429,45,74.5
matun_shahr,34,34,39.5,94.5,80,108.541666666667,78.695652173913,11.4285714285714,48,20,25,17.8571428571429,6,115,32.5,92.5,20,55.1724137931034,55,120,6,6,14.1428571428571,17.7142857142857,50,75
maydan_shahr,31,34,50,90,70.5,120.5,80,10,50,14,21,14,6,80,25,30,50,45,25,60,12,480,11,14,55,70.5
maymana,34.6,35.6,45,100,60,120,50,20,55,15,25,20,11,110,40,60,65,50,30,75,10,200,12,14,60,50
mazar_e_sharif,32,35,50,90,70,110,50,15,50,15,25,20,6,110,20,25,50,51.6666666666667,27.5,50,4.25,4.25,15,20,45,48.5
mehtarlam,32.3958333333333,34,35.8163265306122,92,42.2619047619048,108.571428571429,41.4285714285714,10,50,9.28571428571428,22.4285714285714,8.92857142857143,6.04166666666667,91.25,20,35,NA,31,30,57.5,20,800,9.28571428571429,8.57142857142857,50,40.7142857142857
mir_bacha_kot,30.5,33,40,95,70,110,75,20,53,NA,NA,NA,NA,NA,25,45,NA,50,20,55,20,800,NA,NA,60,70
mohammad_agha,30.7142857142857,33.7,100,94.375,82.8571428571429,100,82.8571428571429,17.8571428571429,50,10,21.4285714285714,12.8571428571429,6.66666666666667,100,20,45,15.5,52.5,30,53.3333333333333,NA,NA,12.5,11.6071428571429,50,77.1428571428571
muqur_badghis,28.5,34,92,100,45,80,30,20,60,25,20,25,7,75,20,35,80,50,35,60,12,180,11.4285714285714,11.4285714285714,60,30
nad_e_ali,30,37,85,90,46,122,44,10,50,15,20,10,6,65,20,40,127.5,29,20,43.3333333333333,10,177.777777777778,8,10,45,44
nahr_e_saraj,28,32,60,81.5,53,120,71,10,47,8,20,8,7,110,20,40,40,35,20,80,10,10,10,NA,50,53
nahr_e_shahi,28,35.5,55,92.5,77.5,110,35,15,55.5,20,25,15,6.5,NA,30,60,50,60,20,52.5,4.5,4.5,11,NA,NA,42.5
nahrin,30,36,42,98,NA,90,50,10,53,9,19,15,7,NA,30,30,NA,70,20,70,NA,NA,NA,NA,65,75
nawa_e_barakzaiy,35,38,90,100,51.5,129,47.5,10,50,20,25,9,6.5,61.25,17.5,40,130,50,25,40,11.6666666666667,200,9.28571428571429,10,44,46
nejrab,31.5,34,45,96,70,110,70,20,53,13,21.5,13,6.5,NA,22.5,40,NA,40,20,55,20,800,NA,NA,55,70
nili,36,36,84,98,55,110.642857142857,60,15,60,15,25,20,8,155,25,40,60,50,27.5,70,10,300,15.3571428571429,17.1428571428571,55,52.5
onaba_anawa,31,33.5,42.5,97,55,105,55,20,51,12,25,13,7,NA,25,50,NA,60,20,55,20,800,NA,NA,57.5,52.5
paghman,32.5,35,50,95,80,112,80,15,55,11.4285714285714,17.1428571428571,11.4285714285714,7,125,20,47.5,10,50,30,50,14.5789473684211,520,13.5714285714286,13.5714285714286,53,80
pul_e_alam,31,33.5,34,100,43,104,70,10,50,9,21.4285714285714,10,7,125,20,50,50,32,30,56.6666666666667,10,200,12.8482142857143,13.6607142857143,49.5,42
pul_e_khumri,30,34,40,84,70,100,50,24,60,14,20,12,7,100,20,20,45,50,20,60,NA,NA,NA,NA,60,50
qadis,25,36,100,95,60,55,45,20,52.5,20,20,15,8,NA,10,20,NA,20,15,52.5,13.3333333333333,177.777777777778,11,NA,50,45
qala_e_naw,24,38.5,80,90,50,120,35,13.3333333333333,50,20,20,18.5,6,60,17.5,32.5,30,50,20,50,13.3333333333333,177.777777777778,9.5,50,60,35
qarabagh,32,36,42.5,96,57.5,120,72.5,20,54,12,15,12,7,NA,30,45,50,60,20,57.5,20,800,NA,NA,60,57.5
qarghayi,32.3958333333333,34.5,36.4285714285714,93.5,45,111.428571428571,45.7142857142857,15,50.7142857142857,10.7142857142857,22.8571428571429,9.28571428571428,7,62.5,20,35,NA,37.5,30,65,20,800,8.57142857142857,NA,57.5,44.2857142857143
rodat,33,33,42,90,75,112,82.5,15,49,15,30,13.5,7,135,17.5,30,27.5,35,25,52.5,20,800,11,10,60,75
rukha,32,35,40,100,62.5,117.5,83,15.5,54,11,20,11,7,120,22.5,35,60,60,30,60,14,480,NA,NA,55,62.5
sancharak,28,36,44,95,65,115,50,10,55,15,20,20,8,240,20,40,25,50,20,60,10,200,7,7,60,50
sar_e_pul,32.5,37.5,50,95,65,111,50,8,52.5,10,18,10,7,100,17.5,45,50,50,27.5,50,9,180,10,16,60,50
sayd_khel,31,33,39.5,92,60,97.5,80,12.5,50,10,20,14.5,6.5,67.5,20,30,55,60,30,60,14,560,NA,NA,55,60
sayed_karam,32,35,81,96.5,65,100,83.5,8,53.5,10,24,20,8,115,20,30,57.5,33.5,32.5,53.3333333333333,16.6666666666667,222.222222222222,8,8,55,65
shah_walikot,28,50,80,90,75,120,73,10,55,20,15,10,7,60,80,90,17,30,35,50,3,3,16,15,50,73
shahrestan,NA,36,92.5,100,70,120,52.5,20,60,22.5,30,25,8.5,70,35,55,70,50,32.5,75,10,400,18.5714285714286,20,60,52.5
shakardara,32,34,45,94,70,110,67,18,54,10,19,11,7,80,25,40,11,50,30,60,16,640,NA,NA,55,60
shiberghan,33,34.5,49.5,92,52.5,107.5,40,10,45.5,10,20,15,7,100,20,50,50,50,30,60,8,160,11.5,15,46.5,70
shinwar,32.7083333333333,33.9,41.8367346938775,92,41.1224489795918,111.428571428571,44.9489795918367,20,49,10,25,8.57142857142857,7,NA,20,30,NA,36,25,50,20,800,8.57142857142857,NA,51,41.1224489795918
sholgareh,30,38,50,85,75,112,81.5,35,50,15,30,15,6,NA,25,50,50,35,20,40,5,100,NA,NA,NA,80
shortepa,NA,30,80,95,NA,110,40,5,50,9,25,6,NA,NA,12.5,35,NA,45,22.5,NA,4,4,NA,NA,NA,40
spinboldak,26.1,38.2,77.6,85,67.5,116,65,7.5,49.5,19,14.5,12.5,6.25,47.5,43,82.5,130,47.5,30.5,38.5,2.625,2.625,12,11.5,47.5,65
surkhrod,32.2916666666667,34,40,92,46.3571428571429,109.285714285714,45,11.5,50,11.4285714285714,23.5,10,7,115,25,47.5,50,50,30,57.5,15.5,470,9.28571428571429,11.5,53.5,43.5714285714286
surobi,32,34,40,96.5,62.5,112.5,82.5,20,50,10,25,10,8,67.5,37.5,40,50,50,27.5,57.5,20,800,NA,7.14285714285714,55,62.5
tagab,31,34,42,96.5,75,120,76.5,20,55,13.5,25,11,7,72.5,22.5,30,50,50,27.5,60,20,800,NA,NA,60,75
taloqan,31,33,50,93.3333333333333,58,107.5,42,20,50,15,25,25,7.77777777777778,120,22.5,37.5,50,70,25,60,5,5.55555555555556,10,11.5,55,42
tirinkot,45.4,41.7,100,90,50,135,110,12.5,50,35,30,25,10,140,50,8.33333333333333,30,50,30,47.5,3.375,3.375,20,10,60,50
waras,NA,36,57,101,70,121,85,20,60,20,23,20,7,80,20,45,70,50,30,70,16,640,NA,NA,60,70
yakawlang,31,34,55,100,54,114,65,12,57.5,10.8571428571429,21,14,8,120,28.5,34,45.5,64,28.5,60,20,800,13,14.5,56.5,52.5
zaranj,32.8,38.2,92,87.5,72.5,135,50,7,51.5,20,20,13.5,8.5,146.5,22.9166666666667,40,30,40,40,40,4.5,4.5,13.5,17.5,45.5,50
zindajan,27.5,36.5,82.5,90,52.5,120,60,10,48,10,15,12.5,6.5,120,17.5,27.5,30,40,18.5,37.5,12.5,216.666666666667,8.5,8.625,49,52.5
